wto_rta_id,text,pattern,source,chapter_number,chapter_name,article_number,article_name,rta_name,date_of_signature,date_of_entry_into_force,download_url,RTA Name,Coverage,Type,Notification,Status,Date of Signature (G),Date of Signature (S),Date of Notification (G),Date of Notification (S),Date of Entry into Force (G),Date of Entry into Force (S),Inactive Date,Accession?,RTA Composition,Region,Cross-regional,All Parties WTO members?,Current signatories,Original signatories,Specific Entry/Exit dates,WTO Consideration Process (G),Consideration Date (G),WTO Consideration Process (S),Consideration Date (S),End of implementation period (G),End of implementation period (S),Remarks
1123,"CHAPTER 6 AGRICULTURE, FISHERIES AND FOOD SECURITY ARTICLE 45 General provisions 1.",FOOD SECURITY,From source,NA,NA,NA,NA,United Kingdom - Ghana,2021-03-02,2021-03-05,https://www.gov.uk/government/publications/ukghana-interim-trade-partnership-agreement-cs-ghana-no12021,United Kingdom - Ghana,Goods,FTA,GATT Art. XXIV,In Force,02-Mar-21,NA,04-Mar-21,NA,05-Mar-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Ghana; United Kingdom,Ghana; United Kingdom,NA,Awaiting comments from the Parties on the Factual Presentation,NA,NA,NA,2029,NA,NA
1123,"The Parties recognise that in Ghana, the agriculture, including livestock farming, and fisheries sectors account for a significant proportion of its Gross Domestic Product, play a key role in the fight against food insecurity and provide an income and employment for most of the working population.",food insecurity,From source,NA,NA,NA,NA,United Kingdom - Ghana,2021-03-02,2021-03-05,https://www.gov.uk/government/publications/ukghana-interim-trade-partnership-agreement-cs-ghana-no12021,United Kingdom - Ghana,Goods,FTA,GATT Art. XXIV,In Force,02-Mar-21,NA,04-Mar-21,NA,05-Mar-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Ghana; United Kingdom,Ghana; United Kingdom,NA,Awaiting comments from the Parties on the Factual Presentation,NA,NA,NA,2029,NA,NA
1123,The Parties recognise that securing the food security of the population and raising the means of subsistence in a rural environment are essential for reducing poverty and must be viewed in the wider context of sustainable development and the Sustainable Development Goals.,food security,From source,NA,NA,NA,NA,United Kingdom - Ghana,2021-03-02,2021-03-05,https://www.gov.uk/government/publications/ukghana-interim-trade-partnership-agreement-cs-ghana-no12021,United Kingdom - Ghana,Goods,FTA,GATT Art. XXIV,In Force,02-Mar-21,NA,04-Mar-21,NA,05-Mar-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Ghana; United Kingdom,Ghana; United Kingdom,NA,Awaiting comments from the Parties on the Factual Presentation,NA,NA,NA,2029,NA,NA
1123,"The Parties emphasise the importance of the agricultural sector in the economy and for food security in Ghana and, in particular, the sensitive nature of the sectors that depend on international markets.",food security,From source,NA,NA,NA,NA,United Kingdom - Ghana,2021-03-02,2021-03-05,https://www.gov.uk/government/publications/ukghana-interim-trade-partnership-agreement-cs-ghana-no12021,United Kingdom - Ghana,Goods,FTA,GATT Art. XXIV,In Force,02-Mar-21,NA,04-Mar-21,NA,05-Mar-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Ghana; United Kingdom,Ghana; United Kingdom,NA,Awaiting comments from the Parties on the Factual Presentation,NA,NA,NA,2029,NA,NA
1123,"ARTICLE 46 Food security When the implementation of this Agreement results or seems likely to result in difficulties for Ghana in obtaining or gaining access to the products necessary for ensuring food security, Ghana may take appropriate measures in line with the procedures described in Article 25 of this Agreement.",Food security; food security,From source,NA,NA,NA,NA,United Kingdom - Ghana,2021-03-02,2021-03-05,https://www.gov.uk/government/publications/ukghana-interim-trade-partnership-agreement-cs-ghana-no12021,United Kingdom - Ghana,Goods,FTA,GATT Art. XXIV,In Force,02-Mar-21,NA,04-Mar-21,NA,05-Mar-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Ghana; United Kingdom,Ghana; United Kingdom,NA,Awaiting comments from the Parties on the Factual Presentation,NA,NA,NA,2029,NA,NA
1123,"Sensitive products in this category relate to livelihoods, food security, rural development particularly in agriculture and agri- processing as well as infant industries products, high-revenue goods to mitigate the potential net fiscal impact and luxury goods.",food security,From source,NA,NA,NA,NA,United Kingdom - Ghana,2021-03-02,2021-03-05,https://www.gov.uk/government/publications/ukghana-interim-trade-partnership-agreement-cs-ghana-no12021,United Kingdom - Ghana,Goods,FTA,GATT Art. XXIV,In Force,02-Mar-21,NA,04-Mar-21,NA,05-Mar-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Ghana; United Kingdom,Ghana; United Kingdom,NA,Awaiting comments from the Parties on the Factual Presentation,NA,NA,NA,2029,NA,NA
1128,"1. Each Party shall notify the other Party in writing, within two calendar days, of any serious or significant risk to human, animal or plant life or health, including any food emergencies. 2. Where a Party has serious concerns regarding a risk to human, animal or plant life or health, affecting commodi­ ties for which trade takes place, consultations regarding the situation shall, upon request, take place as soon as possible. In such case, each Party shall endeavour to provide all necessary information in due time to avoid disruption in trade. 3. Consultations referred to in paragraph 2 of this Article may be held by e-mail, video or telephone conference. The requesting Party shall ensure the preparation of the minutes of the consultation.",food emergencies,TINA,NA,SANITARY AND PHYTOSANITARY MEASURES,NA,Consultations,United Kingdom - Singapore,2020-12-10,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/944339/CS_Singapore_1.2020_Free_Trade_Agreement.pdf,United Kingdom - Singapore,Goods & Services,FTA & EIA,GATT Art. XXIV & GATS Art. V,In Force,10-Dec-20,10-Dec-20,31-Dec-20,31-Dec-20,01-Jan-21,01-Jan-21,NA,No,Bilateral,East Asia; Europe,Yes,Yes,Singapore; United Kingdom,Singapore; United Kingdom,NA,Factual Presentation issued,28-Mar-22,Factual Presentation issued,28-Mar-22,2024,NA,NA
1128,"1. Chapter Nine (Government Procurement) does not cover: — procurement of agricultural products made in furtherance of agricultural support programmes and human feed ing programmes (e.g. food aid including urgent relief aid), and — procurement for the acquisition, development, production or co-production of programme material by broad casters and contracts for broadcasting time. 2. Procurement by procuring entities covered under Annexes 9-A and 9-B in connection with activities in the fields of drinking water, energy, transport and the postal sector are not covered by this Agreement, unless covered under Annex 9-C. 3. Finland reserves its position with regard to the application of Chapter Nine (Government Procurement) to the Åland Islands (Ahvenanmaa).",food aid,TINA,NA,GOVERNMENT PROCUREMENT,NA,GENERAL NOTES AND DEROGATIONS FROM THE PROVISIONS OF ARTICLE 9.4. UNION'S RESERVATIONS,United Kingdom - Singapore,2020-12-10,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/944339/CS_Singapore_1.2020_Free_Trade_Agreement.pdf,United Kingdom - Singapore,Goods & Services,FTA & EIA,GATT Art. XXIV & GATS Art. V,In Force,10-Dec-20,10-Dec-20,31-Dec-20,31-Dec-20,01-Jan-21,01-Jan-21,NA,No,Bilateral,East Asia; Europe,Yes,Yes,Singapore; United Kingdom,Singapore; United Kingdom,NA,Factual Presentation issued,28-Mar-22,Factual Presentation issued,28-Mar-22,2024,NA,NA
1130,"1. Each Party shall notify the other Party in writing within two working days of the detection of any serious or significant risk to human, animal or plant life or health, including any food emergencies, affecting products for which trade between the Parties takes place. 2. Where a Party has serious concerns regarding a risk to human, animal or plant life or health affecting products for which trade between the Parties takes place, it may request consultations in accordance with Article 6.13 (Consultations). The consultations shall take place as soon as possible. Each Party shall endeavour to provide in due time all necessary information to avoid disruption in trade. 12.6.2020 EN Official Journal of the European Union L 186/41 3. The importing Party may take, without previous notification, measures necessary to protect human, animal or plant life or health. For consignments in transport between the Parties, the importing Party shall consider the most suitable and proportional solution in order to avoid unnecessary disruptions to trade. 4. The Party taking the measures shall inform the other Party as soon as possible and in any case no later than 24 hours after the adoption of the measure. Either Party may request any information related to the SPS situation and any measures adopted. The other Party shall reply as soon as the requested information is available. 5. Upon request of either Party and in accordance with Article 6.13 (Consultations) the Parties shall hold consultations regarding the situation within 10 working days of the notification referred to in paragraph 1. The consultations shall be held with a view to avoiding unnecessary disruptions to trade. The Parties may consider options for the facilitation of the implementation or the replacement of the SPS measures.",food emergencies,TINA,NA,Sanitary and phytosanitary measures,NA,Emergency Measures,United Kingdom - Viet Nam,2020-12-29,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/949053/ccs1220795270-uk-vietnam-free-trade-agreement-text.pdf,United Kingdom - Viet Nam,Goods & Services,FTA & EIA,GATT Art. XXIV & GATS Art. V,In Force,29-Dec-20,29-Dec-20,31-Dec-20,31-Dec-20,01-Jan-21,01-Jan-21,NA,No,Bilateral,East Asia; Europe,Yes,Yes,Viet Nam; United Kingdom,Viet Nam; United Kingdom,NA,Factual Presentation issued,08-Apr-24,Factual Presentation issued,08-Apr-24,2035,NA,NA
1130,"1. In the multilateral context, the Parties share the objective of the parallel elimination and prevention of the reintro­ duction of all forms of export subsidies and disciplines on all export measures with equivalent effect for agricultural goods. To that end, they shall work together with the aim of enhancing multilateral disciplines on agricultural exporting state enterprises, international food aid and export financing support. 2. Upon the entry into force of this Agreement, the exporting Party shall not introduce or maintain any export subsidies or other measures having equivalent effect on any agricultural good which is subject to the elimination or reduction of customs duties by the importing Party in accordance with Annex 2-A (Reduction or Elimination of Customs Duties) and which is destined for the territory of the importing Party.",food aid,TINA,NA,National treatment and market access for goods,NA,Agricultural Export Subsidies,United Kingdom - Viet Nam,2020-12-29,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/949053/ccs1220795270-uk-vietnam-free-trade-agreement-text.pdf,United Kingdom - Viet Nam,Goods & Services,FTA & EIA,GATT Art. XXIV & GATS Art. V,In Force,29-Dec-20,29-Dec-20,31-Dec-20,31-Dec-20,01-Jan-21,01-Jan-21,NA,No,Bilateral,East Asia; Europe,Yes,Yes,Viet Nam; United Kingdom,Viet Nam; United Kingdom,NA,Factual Presentation issued,08-Apr-24,Factual Presentation issued,08-Apr-24,2035,NA,NA
1134,"Notwithstanding paragraph 1, the EAC Partner State(s) can impose, after notifying the UK, a temporary duty or tax in connection with the exportation of goods under the following circumstances: (a) to foster the development of domestic industry; (b) to maintain currency stability, when the increase in the world price of an export commodity creates the risk of a currency overvaluation; or (c) to protect revenue, food security and environment.",food security,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,"The provisions of paragraph 1 of this Article shall not extend to the following: (a) Export prohibitions or restrictions temporarily applied to prevent or relieve critical shortages of foodstuffs or other products essential to the exporting contracting party; (b) Import and export prohibitions or restrictions necessary to the application of standards or regulations for the classification, grading or marketing of commodities in international trade.",critical shortages,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,"For purposes of this Part and Title II of Part V, the following definitions shall apply: (a) agriculture includes crops, livestock and productive insects; (b) agricultural products are those covered by Annex I of the WTO Agreement on Agriculture; (c) agricultural financing means providing financial resources in support of agricultural related activities along the whole value chain such as input supplies, agricultural services, production, storage, distribution, product transformation and marketing; 37 (d) agricultural inputs means all substances or materials, equipments and tools used in the production and handling of agricultural products; (e) sustainable agriculture technology means a technology designed with special consideration to its environmental, social and economic impacts; (f) food and nutrition security implies that all people at all times have both physical and economic access to safe, sufficient and nutritious food to meet their needs for a productive and healthy life; (g) livelihood security is defined as adequate and sustainable access to income and resources to meet basic needs in an equitable manner (including adequate access to food, potable water, health facilities, educational opportunities, housing and time for community participation and social integration); (h) natural disaster is the consequence of natural calamities, e.g. drought, earthquake, landslide, volcano eruptions, floods, pests and diseases; (i) small scale farmers are producers with limited resources and own small land holding of less than two (2) hectares and whose scale of operations is too small to attract the provision of services needed to significantly increase productivity and leverage markets opportunity; and (j) sustainable development in the context of this Part includes the management and protection of the natural resource base for economic and social development in such a manner as to aim at meeting human needs for present and future generations.",nutrition security; livelihood security,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,"The objectives of this Part are to: (a) foster cooperation between the Parties with a view to creating wealth and improving the quality of life of those engaged in agricultural activities through increased production, productivity and market share; (b) improve food and nutrition security in the EAC Partner State(s) by promoting value addition, increasing output, quality, safety, market integration, trade, availability and accessibility; 38 (c) contribute to provision of gainful employment throughout the value chain of a modernised agricultural sector; (d) develop modern and competitive agro-based industries; (e) promote sustainable use and management of natural and cultural resources by developing environmentally friendly and sustainable technologies that improve the agricultural productivity; (f) contribute to competitiveness by promoting value addition throughout the supply chains to access markets; (g) improve producers' revenue by developing the marketing of value added agricultural products in the marketplace; (h) facilitate the adjustment of the agricultural sector and the rural economy, to cope with global economic changes; (i) mobilise and increase the economic performance of small scale farmers through capacity building of farmers’ organisations; (j) improve trade and market facilitation for agricultural commodities in order to increase foreign exchange earnings; and (k) improve infrastructure within the EAC Partner State(s) for enhancing production, productivity, marketing and distribution of agricultural inputs and products, with particular attention to storage, grading, handling, packing and transport.",nutrition security,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,"The Parties recognise the importance of agriculture in the EAC Partner State(s)’ economies, as the main source of livelihood for the majority of the EAC Partner State(s)’ population, as the primary factor to ensure food and nutrition security, potential sector for high growth and added value and a source of export earnings.",nutrition security,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,The Parties agree that agricultural priorities considered in this Part shall be clearly linked to the regional overarching policy framework for food and nutrition security and poverty reduction to ensure consistency and guidance of the regional development agenda.,NA,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,"The Agriculture Dialogue shall monitor the progress in implementing this Part and shall provide a forum for exchange and cooperation on the Parties' respective domestic agricultural policies and, in particular, the role of agriculture in the EAC Partner State(s) in raising farm incomes, food security, sustainable use of resources, rural development and economic growth.",food security,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,ARTICLE 64 Food and Nutrition Security 1.,Nutrition Security,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,"The Parties agree that the provisions of this Agreement shall enable the EAC Partner State(s) to implement effective measures to achieve food and nutrition security and sustainable agricultural development, and to develop commercial agricultural markets in the region to ensure food and nutrition security.",nutrition security; nutrition security,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,"The Parties shall ensure that actions taken under this Part aim at enhancing food and nutrition security, and avoiding adoption of measures that could endanger achievement of food and nutrition security at the household, national and regional levels.",nutrition security; nutrition security,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,"41 ARTICLE 66 Early Warning Systems The Parties recognise the need to establish, improve and enhance food security information systems, including national early warning systems, as well as vulnerability assessment and monitoring systems, and implement capacity building actions, in conjunction with and through existing international and regional mechanisms.",food security,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,The objective of this Article therefore is to assist countries that are net food importers to develop programmes to ensure food security.,food security,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,"The Parties agree to support efforts to: (a) address constraints for food production, storage and distribution in the EAC region; (b) source food aid from within the EAC Partner State(s) and other African Regional Economic Communities as far as possible; and (c) improve coordination of food aid.",food aid; food aid,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,"Parties agree to support efforts to maintain an adequate level of food aid, taking into account the interests of food aid recipients and to ensure that the measures mentioned in paragraph 2 do not unintentionally impede the delivery of food aid provided to deal with emergency situations.",food aid; food aid; food aid,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,"The Parties shall support efforts to ensure that food aid is provided in full conformity with the measures that aim at preventing commercial displacement, which include: (a) ensuring that all food aid transactions are need driven and in full grant form; and (b) not tying them directly or indirectly to commercial exports of agricultural products or of other goods and services.",food aid; food aid,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,"The Parties recognise that: (a) provision of adequate access to food, clean and safe drinking water, health facilities, educational opportunities, housing, community participation and social integration is important for livelihood security of rural populations; (b) agricultural infrastructure development including production, processing, marketing and distribution plays a crucial role in the EAC Partner State(s)’ social-economic rural development and regional integration; (c) technical support services such as agricultural research, extension and advisory services training are important in increasing agricultural productivity; (d) facilitating agricultural financing is an important measure for transforming the agricultural sector in the EAC Partner State(s).",livelihood security,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,"The Parties agree to cooperate in livelihood security, agricultural infrastructure, technical support services, agricultural financing services and rural development as provided for in Title II of Part V.",livelihood security,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
1134,"The Parties acknowledge the importance of the agricultural sector to the economies of the EAC Partner State(s) and agree to cooperate in promoting its transformation to increase its competitiveness, ensure food and nutrition security, rural development and facilitate the adjustment of agriculture and rural economy to accommodate the effects of implementation of this Agreement with special attention to small scale farmers.",nutrition security,From source,NA,NA,NA,NA,United Kingdom - Kenya,2020-12-08,2021-01-01,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/945516/MS_9.2020_Economic_Partnership_Agreement_UK_Kenya_Member_of_East_Africa_Community.pdf,United Kingdom - Kenya,Goods,FTA,GATT Art. XXIV,In Force,08-Dec-20,NA,31-Dec-20,NA,01-Jan-21,NA,NA,No,Bilateral,Africa; Europe,Yes,Yes,Kenya; United Kingdom,Kenya; United Kingdom,NA,Factual Presentation issued,14-Nov-22,NA,NA,2046,NA,"Dates of entry into force:
Memorandum of Understanding: 01-Jan-21;
Agreement: 22-Mar-21."
